PF04624.15	DEC1
PF18317.2	SDH_C
PF01127.23	Sdh_cyt
PF01972.17	SDH_sah
PF03937.17	Sdh5
PF06977.12	SdiA-regulated
PF12278.9	SDP_N
PF17418.3	SdpA
PF13630.7	SdpI
PF17210.4	SdrD_B
PF10425.10	SdrG_C_C
PF08598.12	Sds3
PF08491.11	SE
PF12390.9	Se-cys_synth_N
PF01390.21	SEA
PF07322.12	Seadorna_Vp10
PF07407.12	Seadorna_VP6
PF07387.12	Seadorna_VP7
PF07549.15	Sec_GG
PF15432.7	Sec-ASP3
PF02810.16	SEC-C
PF00995.24	Sec1
PF07393.12	Sec10
PF04091.13	Sec15
PF12932.8	Sec16
PF12931.8	Sec16_C
PF12935.8	Sec16_N
PF03908.14	Sec20
PF08033.13	Sec23_BS
PF04815.16	Sec23_helical
PF04811.16	Sec23_trunk
PF06428.12	Sec2p
PF09763.10	Sec3_C
PF15278.7	Sec3_C_2
PF15277.7	Sec3-PIP2_bind
PF11549.9	Sec31
PF04136.16	Sec34
PF08314.12	Sec39
PF15469.7	Sec5
PF06046.14	Sec6
PF03911.17	Sec61_beta
PF03839.17	Sec62
PF02889.17	Sec63
PF09802.10	Sec66
PF01369.21	Sec7
PF12783.8	Sec7_N
PF04048.15	Sec8_exocyst
PF07517.15	SecA_DEAD
PF01043.21	SecA_PP_bind
PF07516.14	SecA_SW
PF17521.3	Secapin
PF02556.15	SecB
PF02355.17	SecD_SecF
PF13721.7	SecD-TM1
PF00584.21	SecE
PF03840.15	SecG
PF05364.15	SecIII_SopE_N
PF06558.13	SecM
PF00263.22	Secretin
PF03958.18	Secretin_N
PF07655.14	Secretin_N_2
PF05281.12	Secretogranin_V
PF04856.14	Securin
PF00344.21	SecY
PF04628.14	Sedlin_N
PF14797.7	SEEEED
PF15357.7	SEEK1
PF06443.12	SEF14_adhesin
PF08357.12	SEFIR
PF06775.15	Seipin
PF04328.14	Sel_put
PF08238.13	Sel1
PF03841.14	SelA
PF09105.11	SelB-wing_1
PF09106.12	SelB-wing_2
PF09107.12	SelB-wing_3
PF11524.9	SeleniumBinding
PF06936.12	Selenoprotein_S
PF05938.12	Self-incomp_S1
PF10961.9	SelK_SelG
PF04593.15	SelP_C
PF04592.15	SelP_N
PF01641.19	SelR
PF01403.20	Sema
PF05474.12	Semenogelin
PF01118.25	Semialdhyde_dh
PF02774.19	Semialdhyde_dhC
PF12726.8	SEN1_N
PF09631.11	Sen15
PF06911.13	Senescence
PF04520.14	Senescence_reg
PF13796.7	Sensor
PF13755.7	Sensor_TM1
PF14577.7	SEO_C
PF14576.7	SEO_N
PF08059.14	SEP
PF08806.12	Sep15_SelM
PF17080.6	SepA
PF04472.13	SepF
PF06622.12	SepQ
PF18006.2	SepRS_C
PF05889.14	SepSecS
PF00735.19	Septin
PF13845.7	Septum_form
PF06066.12	SepZ
PF03925.14	SeqA
PF17206.4	SeqA_N
PF06821.14	Ser_hydrolase
PF05482.13	Serendipity_A
PF04360.13	Serglycin
PF06873.12	SerH
PF03348.16	Serinc
PF08824.11	Serine_rich
PF03383.16	Serpentine_r_xa
PF00079.21	Serpin
PF05540.12	Serpulina_VSP
PF12066.9	SERRATE_Ars2_N
PF06031.14	SERTA
PF00273.21	Serum_albumin
PF02403.23	Seryl_tRNA_N
PF17046.6	Ses_B
PF17107.6	SesA
PF00856.29	SET
PF11767.9	SET_assoc
PF08138.12	Sex_peptide
PF06705.12	SF-assemblin
PF16275.6	SF1-HH
PF16835.6	SF3A2
PF16837.6	SF3A3
PF12108.9	SF3a60_bindingd
PF08920.11	SF3b1
PF07189.12	SF3b10
PF08457.11	Sfi1
PF10638.10	Sfi1_C
PF11139.9	SfLAP
PF03749.14	SfsA
PF17746.2	SfsA_N
PF15210.7	SFTA2
PF03820.18	SFXNs
PF18329.2	SGBP_B_XBD
PF08209.12	Sgf11
PF18519.2	Sgf11_N
PF15467.7	SGIII
PF08450.13	SGL
PF19040.1	SGNH
PF18873.1	Sgo0707_N1
PF17228.3	SGP
PF12793.8	SgrR_N
PF15894.6	SgrT
PF05002.16	SGS
PF07093.12	SGT1
PF16546.6	SGTA_dimer
PF01445.18	SH
PF17512.3	Sh_2
PF00017.25	SH2
PF14633.7	SH2_2
PF00018.29	SH3_1
PF17902.2	SH3_10
PF18103.2	SH3_11
PF18129.2	SH3_12
PF18335.2	SH3_13
PF18343.2	SH3_14
PF18346.2	SH3_15
PF18348.2	SH3_16
PF18350.2	SH3_17
PF18354.2	SH3_18
PF18597.2	SH3_19
PF07653.18	SH3_2
PF08239.12	SH3_3
PF06347.14	SH3_4
PF08460.11	SH3_5
PF12913.8	SH3_6
PF12914.8	SH3_7
PF14604.7	SH3_9
PF16609.6	SH3-RhoG_link
PF16618.6	SH3-WW_linker
PF04908.16	SH3BGR
PF05276.15	SH3BP5
PF14999.7	Shadoo
PF11601.9	Shal-type
PF16764.6	Sharpin_PH
PF03983.13	SHD1
PF11435.9	She2p
PF17078.6	SHE3
PF05546.12	She9_MDM33
PF06128.12	Shigella_OspC
PF01488.21	Shikimate_DH
PF08501.12	Shikimate_dh_N
PF07004.13	SHIPPO-rpt
PF18655.2	SHIRT
PF13908.7	Shisa
PF01549.25	ShK
PF03865.14	ShlB
PF00464.20	SHMT
PF10516.10	SHNi-TPR
PF09851.10	SHOCT
PF03579.14	SHP
PF04925.16	SHQ1
PF06650.13	SHR-BD
PF08229.12	SHR3_chaperone
PF02491.21	SHS2_FTSA
PF03876.18	SHS2_Rpb7-N
PF04917.13	Shufflon_N
PF07557.12	Shugoshin_C
PF07558.12	Shugoshin_N
PF09032.12	Siah-Interact_N
PF09264.11	Sial-lect-inser
PF02973.17	Sialidase
PF03482.14	SIC
PF12887.8	SICA_alpha
PF12878.8	SICA_beta
PF12879.8	SICA_C
PF09119.11	SicP-binding
PF11778.9	SID
PF13965.7	SID-1_RNA_chan
PF17204.4	Sid-5
PF18219.2	SidC_N
PF12252.9	SidE
PF19049.1	SidE_DUB
PF19048.1	SidE_mART
PF14163.7	SieB
PF06767.12	Sif
PF03084.15	Sigma_1_2
PF02454.17	Sigma_1s
PF17453.3	Sigma_M_inh
PF13791.7	Sigma_reg_C
PF13800.7	Sigma_reg_N
PF14532.7	Sigma54_activ_2
PF00158.27	Sigma54_activat
PF00309.21	Sigma54_AID
PF04963.14	Sigma54_CBD
PF04552.14	Sigma54_DBD
PF07638.12	Sigma70_ECF
PF04546.14	Sigma70_ner
PF03979.15	Sigma70_r1_1
PF00140.21	Sigma70_r1_2
PF04542.15	Sigma70_r2
PF04539.17	Sigma70_r3
PF04545.17	Sigma70_r4
PF08281.13	Sigma70_r4_2
PF05769.12	SIKE
PF16782.6	SIL1
PF03842.14	Silic_transp
PF06621.13	SIM_C
PF04402.15	SIMPL
PF04801.14	Sin_N
PF05422.13	SIN1
PF16979.6	SIN1_PH
PF08295.13	Sin3_corepress
PF16879.6	Sin3a_C
PF03145.17	Sina
PF08671.11	SinI
PF04954.14	SIP
PF04938.13	SIP1
PF09052.11	SipA
PF17985.2	SipA_VBS
PF05565.12	Sipho_Gp157
PF14594.7	Sipho_Gp37
PF05709.12	Sipho_tail
PF11603.9	Sir1
PF02146.18	SIR2
PF13289.7	SIR2_2
PF16991.6	SIR4_SID
PF10747.10	SirA
PF04247.13	SirB
PF14823.7	Sirohm_synth_C
PF14824.7	Sirohm_synth_M
PF01380.23	SIS
PF13580.7	SIS_2
PF15330.7	SIT
PF05458.13	Siva
PF16878.6	SIX1_SD
PF03530.15	SK_channel
PF07160.13	SKA1
PF16740.6	SKA2
PF08693.11	SKG6
PF01202.23	SKI
PF02437.18	Ski_Sno
PF17911.2	Ski2_N
PF17751.2	SKICH
PF02731.16	SKIP_SNW
PF03935.16	SKN1
PF01466.20	Skp1
PF03931.16	Skp1_POZ
PF17618.3	SL4P
PF03595.18	SLAC1
PF15301.7	SLAIN
PF06214.12	SLAM
PF18181.2	SLATT_1
PF18183.2	SLATT_2
PF18184.2	SLATT_3
PF18186.2	SLATT_4
PF18160.2	SLATT_5
PF18169.2	SLATT_6
PF18142.2	SLATT_fungal
PF10531.10	SLBB
PF15247.7	SLBP_RNA_bind
PF03522.16	SLC12
PF18405.2	SLC25_like
PF06027.13	SLC35F
PF16028.6	SLC3A2_N
PF08639.11	SLD3
PF18523.2	Sld3_N
PF05916.12	Sld5
PF16922.6	SLD5_C
PF18596.2	Sld7_C
PF18636.2	Sld7_N
PF12140.9	SLED
PF00395.21	SLH
PF09111.11	SLIDE
PF16818.6	SLM4
PF03843.14	Slp
PF03217.15	SlpA
PF07333.13	SLR1-BP
PF14611.7	SLS
PF01464.21	SLT
PF13406.7	SLT_2
PF18896.1	SLT_3
PF02258.17	SLT_beta
PF14718.7	SLT_L
PF11708.9	Slu7
PF09494.11	Slx4
PF15341.7	SLX9
PF12485.9	SLY
PF04102.13	SlyX
PF16243.6	Sm_like
PF06695.12	Sm_multidrug_ex
PF14438.7	SM-ATX
PF09057.11	Smac_DIABLO
PF17411.3	SmaI
PF15127.7	SmAKAP
PF15477.7	SMAP
PF16785.6	SMBP
PF06470.14	SMC_hinge
PF02463.20	SMC_N
PF07574.14	SMC_Nse1
PF02616.15	SMC_ScpA
PF04079.17	SMC_ScpB
PF15785.6	SMG1
PF17229.3	SMG1_N
PF03467.16	Smg4_UPF3
PF10220.10	Smg8_Smg9
PF09346.11	SMI1_KNR4
PF17307.3	Smim3
PF04802.16	SMK-1
PF06003.13	SMN
PF17885.2	Smoa_sbd
PF18144.2	SMODS
PF12510.9	Smoothelin
PF04927.13	SMP
PF10144.10	SMP_2
PF18696.2	SMP_C2CD2L
PF17047.6	SMP_LBD
PF04355.14	SmpA_OmlA
PF01668.19	SmpB
PF01713.22	Smr
PF15181.7	SMRP1
PF18615.2	SMYLE_N
PF14619.7	SnAC
PF18744.2	SNAD1
PF18745.2	SNAD2
PF18749.2	SNAD3
PF18750.2	SNAD4
PF14938.7	SNAP
PF00835.20	SNAP-25
PF11035.9	SnAPC_2_like
PF09808.10	SNAPc_SNAP43
PF15497.7	SNAPc19
PF14712.7	Snapin_Pallidin
PF05739.20	SNARE
PF09335.12	SNARE_assoc
PF00565.18	SNase
PF16700.6	SNCAIP_SNCA_bd
PF00209.19	SNF
PF08455.11	SNF2_assoc
PF00176.24	SNF2_N
PF04855.13	SNF5
PF03357.22	Snf7
PF09051.11	SNN_cytoplasm
PF09050.11	SNN_linker
PF09049.11	SNN_transmemb
PF01174.20	SNO
PF07366.13	SnoaL
PF12680.8	SnoaL_2
PF13474.7	SnoaL_3
PF13577.7	SnoaL_4
PF08648.13	SNRNP27
PF19097.1	Snu56_snRNP
PF07192.12	SNURF
PF11538.9	Snurportin1
PF18116.2	SNX17_FERM_C
PF17806.2	SO_alpha_A3
PF16533.6	SOAR
PF15279.7	SOBP
PF16855.6	Soc
PF12610.9	SOCS
PF07525.17	SOCS_box
PF00080.21	Sod_Cu
PF02777.19	Sod_Fe_C
PF00081.23	Sod_Fe_N
PF09055.12	Sod_Ni
PF16848.6	SoDot-IcmSS
PF04158.15	Sof1
PF10428.10	SOG2
PF11365.9	SOGA
PF03619.17	Solute_trans_a
PF01033.18	Somatomedin_B
PF03002.16	Somatostatin
PF17081.6	SOP4
PF13981.7	SopA
PF13979.7	SopA_C
PF18090.2	SoPB_HTH
PF11047.9	SopD
PF07487.14	SopE_GEF
PF07682.12	SOR
PF01680.18	SOR_SNZ
PF02208.17	Sorb
PF09666.11	Sororin
PF04203.14	Sortase
PF15901.6	Sortilin_C
PF15902.6	Sortilin-Vps10
PF03700.14	Sorting_nexin
PF15925.6	SOSSC
PF17079.6	SOTI
PF04832.13	SOUL
PF12444.9	Sox_N
PF12067.9	Sox17_18_mid
PF04267.13	SoxD
PF06525.12	SoxE
PF04268.13	SoxG
PF12336.9	SOXp
PF13501.7	SoxY
PF08770.12	SoxZ
PF14313.7	Soyouz_module
PF08999.11	SP_C-Propep
PF03014.15	SP2
PF16504.6	SP24
PF07354.13	Sp38
PF08616.11	SPA
PF18218.2	Spa1_C
PF17802.2	SpaA
PF15307.7	SPACA7
PF15120.7	SPACA9
PF16077.6	Spaetzle
PF02090.16	SPAM
PF02510.15	SPAN
PF07458.13	SPAN-X
PF11881.9	SPAR_C
PF10591.10	SPARC_Ca_bdg
PF19160.1	SPARK
PF13186.7	SPASM
PF15743.6	SPATA1_C
PF15212.7	SPATA19
PF15175.7	SPATA24
PF15218.7	SPATA25
PF15662.6	SPATA3
PF15073.7	SPATA48
PF14909.7	SPATA6
PF15824.6	SPATA9
PF14649.7	Spatacsin_C
PF15256.7	SPATIAL
PF07780.13	Spb1_C
PF18520.2	Spc110_C
PF06645.14	SPC12
PF04573.13	SPC22
PF08286.12	Spc24
PF06703.12	SPC25
PF17082.6	Spc29
PF11544.9	Spc42p
PF08317.12	Spc7
PF15577.7	Spc7_C2
PF15402.7	Spc7_N
PF05122.14	SpdB
PF03771.17	SPDY
PF15795.6	Spec3
PF10136.10	SpecificRecomb
PF18680.2	SPECT1
PF00435.22	Spectrin
PF18373.2	Spectrin_like
PF16650.6	SPEG_u2
PF15670.6	Spem1
PF15059.7	Speriolin_C
PF15058.7	Speriolin_N
PF08250.12	Sperm_act_pep
PF05324.14	Sperm_Ag_HE2
PF17284.3	Spermine_synt_N
PF01564.18	Spermine_synth
PF15754.6	SPESP1
PF15171.7	Spexin
PF17325.3	SPG4
PF14764.7	SPG48
PF05541.13	Spheroidin
PF12138.9	Spherulin4
PF15678.6	SPICE
PF11260.9	Spidroin_MaSp
PF16763.6	Spidroin_N
PF17072.6	Spike_torovirin
PF02513.18	Spin-Ssty
PF08234.13	Spindle_Spc25
PF05215.14	Spiralin
PF04435.19	SPK
PF11132.9	SplA
PF17950.2	SpmSyn_N
PF08769.12	Spo0A_C
PF07070.12	Spo0M
PF03533.15	SPO11_like
PF05032.13	Spo12
PF19225.1	Spo16
PF08631.11	SPO22
PF03907.14	Spo7
PF15407.7	Spo7_2_N
PF14689.7	SPOB_a
PF14682.7	SPOB_ab
PF07744.14	SPOC
PF11964.9	SpoIIAA-like
PF08486.11	SpoIID
PF07228.13	SpoIIE
PF06686.12	SpoIIIAC
PF12685.8	SpoIIIAH
PF12116.9	SpoIIID
PF01944.18	SpoIIM
PF07454.12	SpoIIP
PF14171.7	SpoIISA_toxin
PF14185.7	SpoIISB_antitox
PF06468.14	Spond_N
PF09388.11	SpoOE-like
PF05036.14	SPOR
PF14153.7	Spore_coat_CotO
PF10957.9	Spore_Cse60
PF05504.12	Spore_GerAC
PF09671.11	Spore_GerQ
PF09551.11	Spore_II_R
PF09548.11	Spore_III_AB
PF09546.11	Spore_III_AE
PF09581.11	Spore_III_AF
PF09547.11	Spore_IV_A
PF03845.14	Spore_permease
PF09575.11	Spore_SspJ
PF09578.11	Spore_YabQ
PF14147.7	Spore_YhaL
PF09580.11	Spore_YhcN_YlaJ
PF09577.11	Spore_YpjB
PF09579.11	Spore_YtfJ
PF14034.7	Spore_YtrH
PF09560.11	Spore_YunB
PF11122.9	Spore-coat_CotD
PF10612.10	Spore-coat_CotZ
PF05642.12	Sporozoite_P67
PF12164.9	SporV_AA
PF07084.13	Spot_14
PF12105.9	SpoU_methylas_C
PF00588.20	SpoU_methylase
PF08032.13	SpoU_sub_bind
PF02590.18	SPOUT_MTase
PF14419.7	SPOUT_MTase_2
PF08183.12	SpoV
PF13782.7	SpoVAB
PF03862.14	SpoVAC_SpoVAEB
PF07451.12	SpoVAD
PF14097.7	SpoVAE
PF04026.13	SpoVG
PF14069.7	SpoVIF
PF04293.14	SpoVR
PF04232.13	SpoVS
PF15714.6	SpoVT_C
PF06550.12	SPP
PF07448.12	Spp-24
PF15356.7	SPR1
PF14349.7	SprA_N
PF12118.9	SprA-related
PF13573.7	SprB
PF05210.14	Sprouty
PF14820.7	SPRR2
PF10263.10	SprT-like
PF00622.29	SPRY
PF11779.9	SPT_ssu-like
PF08644.12	SPT16
PF08243.12	SPT2
PF12090.9	Spt20
PF06093.14	Spt4
PF17734.2	Spt46
PF11942.9	Spt5_N
PF03439.14	Spt5-NGN
PF14632.7	SPT6_acidic
PF18033.2	SpuA_C
PF03539.15	Spuma_A9PTase
PF03534.14	SpvB
PF05563.13	SpvD
PF03779.15	SPW
PF03105.20	SPX
PF11357.9	Spy1
PF16845.6	SQAPI
PF13243.7	SQHop_cyclase_C
PF13249.7	SQHop_cyclase_N
PF00494.20	SQS_PSY
PF00299.19	Squash
PF10500.10	SR-25
PF13790.7	SR1P
PF18491.2	SRA
PF07304.12	SRA1
PF02586.15	SRAP
PF08832.11	SRC-1
PF00530.19	SRCR
PF15494.7	SRCR_2
PF03125.19	Sre
PF00319.19	SRF-TF
PF07520.12	SrfB
PF02118.22	Srg
PF08236.12	SRI
PF02978.20	SRP_SPB
PF17004.6	SRP_TPR_like
PF04086.14	SRP-alpha_N
PF00660.18	SRP1_TIP1
PF02290.16	SRP14
PF01922.18	SRP19
PF05022.13	SRP40_C
PF00448.23	SRP54
PF02881.20	SRP54_N
PF16969.6	SRP68
PF08492.13	SRP72
PF05486.13	SRP9-21
PF09439.11	SRPRB
PF07709.12	SRR
PF07985.13	SRR1
PF15230.7	SRRM_C
PF15872.6	SRTM1
PF09201.11	SRX
PF00436.26	SSB
PF17878.2	ssDBP
PF18361.2	ssDBP_DBD
PF18333.2	ssDNA_DBD
PF18272.2	ssDNA_TraI_N
PF10141.10	ssDNA-exonuc_C
PF04503.14	SSDP
PF07179.13	SseB
PF14581.7	SseB_C
PF04888.13	SseC
PF00474.18	SSF
PF14723.7	SSFA2_C
PF04686.13	SsgA
PF00720.18	SSI
PF09199.11	SSL_OB
PF04056.15	Ssl1
PF06933.12	SSP160
PF04386.14	SspB
PF08141.13	SspH
PF14098.7	SSPI
PF08176.13	SspK
PF08177.12	SspN
PF08175.13	SspO
PF08179.13	SspP
PF03531.15	SSrecog
PF18877.1	SSSPR-51
PF15836.6	SSTK-IP
PF04722.14	Ssu72
PF11966.9	SSURE
PF07935.12	SSV1_ORF_D-335
PF09514.11	SSXRD
PF05030.13	SSXT
PF04184.13	ST7
PF16664.6	STAC2_u1
PF08514.12	STAG
PF18185.2	STALD
PF03298.14	Stanniocalcin
PF02876.18	Stap_Strp_tox_C
PF01123.21	Stap_Strp_toxin
PF05480.12	Staph_haemo
PF10100.10	Staph_opine_DH
PF14731.7	Staphopain_pro
PF09022.11	Staphostatin_A
PF09023.11	Staphostatin_B
PF04022.13	Staphylcoagulse
PF02821.17	Staphylokinase
PF16544.6	STAR_dimer
PF01852.20	START
PF01740.22	STAS
PF13466.7	STAS_2
PF01017.21	STAT_alpha
PF02864.16	STAT_bind
PF02865.18	STAT_int
PF12162.9	STAT1_TAZ2bind
PF12188.9	STAT2_C
PF14596.7	STAT6_C
PF18214.2	STATa_Ig
PF03875.14	Statherin
PF00836.20	Stathmin
PF16482.6	Staufen_C
PF12638.8	Staygreen
PF09075.11	STb_secrete
PF10330.10	Stb3
PF06406.12	StbA
PF12898.8	Stc1
PF17235.3	STD1
PF02200.17	STE
PF02116.16	STE2
PF02076.16	STE3
PF11610.9	Ste5
PF12194.9	Ste5_C
PF17101.6	Stealth_CR1
PF11380.9	Stealth_CR2
PF17102.6	Stealth_CR3
PF17103.6	Stealth_CR4
PF03385.18	STELLO
PF03015.20	Sterile
PF02544.17	Steroid_dh
PF08498.11	Sterol_MT_C
PF12349.9	Sterol-sensing
PF17410.3	Stevor
PF15809.6	STG
PF17830.2	STI1
PF04885.14	Stig1
PF15253.7	STIL_N
PF12400.9	STIMATE
PF13756.7	Stimulus_sens_1
PF09061.7	Stirrup
PF10494.10	Stk19
PF09598.11	Stm1_N
PF07660.15	STN
PF12191.9	stn_TNFRSF12A
PF10451.10	Stn1
PF09170.11	STN1_2
PF12659.8	Stn1_C
PF16851.6	Stomagen
PF11585.9	Stomoxyn
PF12016.9	Stonin2_N
PF05217.13	STOP
PF10264.10	Stork_head
PF16891.6	STPPase_N
PF03088.17	Str_synth
PF06638.12	Strabismus
PF04270.14	Strep_his_triad
PF14404.7	Strep_pep
PF06696.12	Strep_SA_rep
PF11083.9	Streptin-Immun
PF01657.18	Stress-antifung
PF08232.13	Striatin
PF10266.10	Strumpellin
PF02516.15	STT3
PF18527.2	STT3_PglB_C
PF17562.3	Styelin
PF18179.2	SUa-2TM
PF03481.14	SUA5
PF01300.19	Sua5_yciO_yrdC
PF18213.2	SUB1_ProdP9
PF19151.1	Sublancin
PF11420.9	Subtilosin_A
PF06999.13	Suc_Fer-like
PF13607.7	Succ_CoA_lig
PF02910.21	Succ_DH_flav_C
PF00862.20	Sucrose_synth
PF05843.15	Suf
PF01458.18	SUFBD
PF02657.16	SufE
PF05076.14	SUFU
PF12470.9	SUFU_C
PF00083.25	Sugar_tr
PF06800.13	Sugar_transport
PF04198.14	Sugar-bind
PF11471.9	Sugarporin_N
PF01253.23	SUI1
PF16619.6	SUIM_assoc
PF14567.7	SUKH_5
PF14568.7	SUKH_6
PF14433.7	SUKH-3
PF14435.7	SUKH-4
PF03846.15	SulA
PF12193.9	Sulf_coat_C
PF04143.15	Sulf_transp
PF08257.12	Sulfakinin
PF00884.24	Sulfatase
PF14707.7	Sulfatase_C
PF00916.21	Sulfate_transp
PF05584.12	Sulfolobus_pRN
PF00685.28	Sulfotransfer_1
PF03567.15	Sulfotransfer_2
PF13469.7	Sulfotransfer_3
PF17784.2	Sulfotransfer_4
PF09037.11	Sulphotransf
PF03856.14	SUN
PF11414.9	Suppressor_APC
PF11479.9	Suppressor_P21
PF06687.13	SUR7
PF09312.12	SurA_N
PF13623.7	SurA_N_2
PF13624.7	SurA_N_3
PF01975.18	SurE
PF02104.16	SURF1
PF05477.12	SURF2
PF02077.16	SURF4
PF04935.13	SURF6
PF09006.12	Surfac_D-trimer
PF01617.18	Surface_Ag_2
PF11054.9	Surface_antigen
PF07712.13	SURNod19
PF01805.21	Surp
PF07980.12	SusD_RagB
PF12741.8	SusD-like
PF12771.8	SusD-like_2
PF14322.7	SusD-like_3
PF14292.7	SusE
PF16411.6	SusF_SusE
PF00084.21	Sushi
PF09014.11	Sushi_2
PF12513.9	SUV3_C
PF18147.2	Suv3_C_1
PF18114.2	Suv3_N
PF12752.8	SUZ
PF12901.8	SUZ-C
PF05326.12	SVA
PF08622.11	Svf1
PF17187.5	Svf1_C
PF15811.6	SVIP
PF12113.9	SVM_signal
PF17381.3	Svs_4_5_6
PF10578.10	SVS_QK
PF15430.7	SVWC
PF17330.3	SWC7
PF08549.11	SWI-SNF_Ssr4
PF18766.2	SWI2_SNF2
PF07962.13	Swi3
PF07061.12	Swi5
PF18530.2	Swi6_N
PF02201.19	SWIB
PF04434.18	SWIM
PF04433.18	SWIRM
PF16495.6	SWIRM-assoc_1
PF16496.6	SWIRM-assoc_2
PF16498.6	SWIRM-assoc_3
PF13753.7	SWM_repeat
PF17083.6	Swm2
PF17423.3	SwrA
PF04099.13	Sybindin
PF15233.7	SYCE1
PF18581.2	SYCP2_ARLD
PF18584.2	SYCP2_SLD
PF07348.13	Syd
PF08231.13	SYF2
PF02383.19	Syja_N
PF08845.11	SymE_toxin
PF12295.9	Symplekin_C
PF05835.13	Synaphin
PF02078.17	Synapsin
PF02750.15	Synapsin_C
PF10581.10	Synapsin_N
PF00957.22	Synaptobrevin
PF15191.7	Synaptonemal_3
PF15138.7	Syncollin
PF01034.21	Syndecan
PF15290.7	Syntaphilin
PF00804.26	Syntaxin
PF14523.7	Syntaxin_2
PF10496.10	Syntaxin-18_N
PF11416.9	Syntaxin-5_N
PF09177.12	Syntaxin-6_N
PF11421.9	Synthase_beta
PF01387.18	Synuclein
PF11089.9	SyrA
PF09801.10	SYS1
PF02217.17	T_Ag_DNA_bind
PF15128.7	T_cell_tran_alt
PF12261.9	T_hemolysin
PF00907.23	T-box
PF16176.6	T-box_assoc
PF09691.11	T2SS_PulS_OutS
PF13629.7	T2SS-T3SS_pil_N
PF16537.6	T2SSB
PF11356.9	T2SSC
PF00437.21	T2SSE
PF05157.16	T2SSE_N
PF00482.24	T2SSF
PF08334.12	T2SSG
PF02501.18	T2SSI
PF11612.9	T2SSJ
PF03934.14	T2SSK
PF05134.14	T2SSL
PF04612.13	T2SSM
PF10741.10	T2SSM_b
PF01203.20	T2SSN
PF12528.9	T2SSppdC
PF16549.6	T2SSS_2
PF18273.2	T3RM_EcoP15I_C
PF11439.9	T3SchapCesA
PF18269.2	T3SS_ATPase_C
PF17001.6	T3SS_basalb_I
PF18286.2	T3SS_ExsE
PF16937.6	T3SS_HrpK1
PF13327.7	T3SS_LEE_assoc
PF08988.11	T3SS_needle_E
PF09392.11	T3SS_needle_F
PF09025.11	T3SS_needle_reg
PF06416.13	T3SS_NleG
PF06511.12	T3SS_TC
PF16535.6	T3SSipB
PF12322.9	T4_baseplate
PF00837.18	T4_deiodinase
PF08994.11	T4_Gp59_C
PF08993.11	T4_Gp59_N
PF07880.12	T4_gp9_10
PF11649.9	T4_neck-protein
PF18043.2	T4_Rnl2_C
PF11091.9	T4_tail_cap
PF09198.11	T4-Gluco-transf
PF16724.6	T4-gp15_tss
PF12293.9	T4BSS_DotH_IcmK
PF11393.9	T4BSS_DotI_IcmL
PF12608.9	T4bSS_IcmS
PF07996.12	T4SS
PF16943.6	T4SS_CagC
PF18895.1	T4SS_pilin
PF16932.6	T4SS_TraI
PF02534.15	T4SS-DNA_transf
PF10544.10	T5orf172
PF18002.2	T6_Ig_like
PF18572.2	T6PP_N
PF05638.13	T6SS_HCP
PF05947.13	T6SS_TssF
PF06996.12	T6SS_TssG
PF05936.13	T6SS_VasE
PF16989.6	T6SS_VasJ
PF13296.7	T6SS_Vgr
PF05591.13	T6SS_VipA
PF12790.8	T6SS-SciN
PF10824.9	T7SS_ESX_EspC
PF05108.14	T7SS_ESX1_EccB
PF17574.3	TA_inhibitor
PF11494.9	Ta0938
PF11513.9	TA0956
PF19020.1	Ta1207
PF15401.7	TAA-Trp-ring
PF06485.12	Tab2_like
PF05010.15	TACC_C
PF02202.17	Tachykinin
PF14517.7	Tachylectin
PF11406.9	Tachystatin_A
PF11478.9	Tachystatin_B
PF09305.11	TACI-CRD2
PF18551.2	TackOD1
PF13400.7	Tad
PF09977.10	Tad_C
PF18521.2	TAD2
PF07811.13	TadE
PF16964.6	TadF
PF16968.6	TadZ_N
PF14113.7	Tae4
PF05596.12	Taeniidae_ag
PF02969.18	TAF
PF14929.7	TAF1_subA
PF15333.7	TAF1D
PF05236.15	TAF4
PF07571.14	TAF6_C
PF10406.10	TAF8_C
PF12020.9	TAFA
PF07531.15	TAFH
PF10610.10	Tafi-CsgC
PF04719.15	TAFII28
PF04658.14	TAFII55_N
PF12561.9	TagA
PF09867.10	TagF_N
PF16695.6	Tai4
PF09684.11	Tail_P2_I
PF18668.2	Tail_spike_N
PF10618.10	Tail_tube
PF17091.6	Tail_VII
PF04822.14	Takusan
PF03377.14	TAL_effector
PF00923.20	TAL_FSA
PF09141.11	Talin_middle
PF15324.7	TALPID3
PF09139.12	Tam41_Mmp37
PF04357.14	TamB
PF11640.9	TAN
PF05742.13	TANGO2
PF15327.7	Tankyrase_bdg_C
PF07519.12	Tannase
PF15386.7	Tantalus
PF03943.14	TAP_C
PF09162.11	Tap-RNA_bind
PF07265.12	TAP35_44
PF04177.13	TAP42
PF09718.11	Tape_meas_lam_C
PF09281.11	Taq-exonuc
PF12950.8	TaqI_C
PF02203.16	TarH
PF18674.2	TarS_C1
PF05296.14	TAS2R
PF07708.12	Tash_PEST
PF00539.19	Tat
PF10518.10	TAT_signal
PF07706.13	TAT_ubiq
PF02416.17	TatA_B_E
PF00902.19	TatC
PF01026.22	TatD_DNase
PF03430.14	TATR
PF16811.6	TAtT
